numero_de_cliente,clase_binaria,Label
7196791,NEG,0
7196800,NEG,0
7197093,NEG,0
7197133,NEG,0
7197246,NEG,0
7197284,NEG,0
7197432,NEG,0
7197444,NEG,0
7197451,NEG,0
7197470,NEG,0
7197507,NEG,0
7197517,NEG,0
7197542,NEG,0
7197667,NEG,0
7197674,NEG,0
7198000,NEG,0
7198063,NEG,0
7198079,NEG,0
7198387,NEG,0
7198651,NEG,0
7198726,NEG,0
7199185,NEG,0
7199376,NEG,0
7199402,NEG,0
7199452,NEG,0
7199505,NEG,0
7199537,NEG,0
7199678,NEG,0
7199744,NEG,0
7199772,NEG,0
7199926,NEG,0
7199961,NEG,0
7200005,NEG,0
7200222,NEG,0
7200244,NEG,0
7200325,NEG,0
7200385,NEG,0
7200451,NEG,0
7200463,NEG,0
7200482,NEG,0
7200605,NEG,0
7200624,NEG,0
7200630,NEG,0
7200683,NEG,0
7201085,NEG,0
7201230,NEG,0
7201233,NEG,0
7201239,NEG,0
7201265,NEG,0
7201381,NEG,0
7201563,NEG,0
7201638,NEG,0
7201817,NEG,0
7201830,NEG,0
7201833,NEG,0
7201849,NEG,0
7201865,NEG,0
7201871,NEG,0
7201912,NEG,0
7201943,NEG,0
7201946,NEG,0
7202119,NEG,0
7202352,NEG,0
7202389,NEG,0
7202405,NEG,0
7202493,NEG,0
7202505,NEG,0
7202628,NEG,0
7202848,NEG,0
7202857,NEG,0
7202860,NEG,0
7203065,NEG,0
7203099,NEG,0
7203115,NEG,0
7203200,NEG,0
7203439,NEG,0
7203608,NEG,0
7203624,NEG,0
7203721,NEG,0
7203809,NEG,0
7203919,NEG,0
7203932,NEG,0
7203976,NEG,0
7204057,NEG,0
7204136,NEG,0
7204145,NEG,0
7204491,NEG,0
7204526,NEG,0
7204739,NEG,0
7204767,NEG,0
7204777,NEG,0
7204818,NEG,0
7204994,NEG,0
7205135,NEG,0
7205166,NEG,0
7205361,NEG,0
7205726,NEG,0
7205905,NEG,0
7205924,NEG,0
7205939,NEG,0
7206074,NEG,0
7206106,NEG,0
7206147,NEG,0
7206181,NEG,0
7206288,NEG,0
7206410,NEG,0
7206476,NEG,0
7206555,NEG,0
7206599,NEG,0
7206668,NEG,0
7206700,NEG,0
7206731,NEG,0
7206841,NEG,0
7206863,NEG,0
7206904,NEG,0
7207029,NEG,0
7207039,NEG,0
7207089,NEG,0
7207127,NEG,0
7207306,NEG,0
7207859,NEG,0
7207984,NEG,0
7208088,NEG,0
7208107,NEG,0
7208185,NEG,0
7208355,NEG,0
7208396,NEG,0
7208412,NEG,0
7208478,NEG,0
7208688,NEG,0
7208990,NEG,0
7208996,NEG,0
7209128,NEG,0
7209134,NEG,0
7209364,NEG,0
7209379,NEG,0
7209414,NEG,0
7209417,NEG,0
7209433,NEG,0
7209530,NEG,0
7209565,NEG,0
7209602,NEG,0
7209788,NEG,0
7209803,NEG,0
7209891,NEG,0
7209942,NEG,0
7210080,NEG,0
7210246,NEG,0
7210441,NEG,0
7210551,NEG,0
7210818,NEG,0
7210916,NEG,0
7211101,NEG,0
7211104,NEG,0
7211176,NEG,0
7211289,NEG,0
7211431,NEG,0
7211578,NEG,0
7211619,NEG,0
7211635,NEG,0
7211691,NEG,0
7211905,NEG,0
7211927,NEG,0
7211996,NEG,0
7212103,NEG,0
7212185,NEG,0
7212587,NEG,0
7212665,NEG,0
7213002,NEG,0
7213174,NEG,0
7213218,NEG,0
7213382,NEG,0
7213451,NEG,0
7213485,NEG,0
7213514,NEG,0
7213532,NEG,0
7213542,NEG,0
7213815,NEG,0
7214054,NEG,0
7214057,NEG,0
7214107,NEG,0
7214129,NEG,0
7214261,NEG,0
7214264,NEG,0
7214299,NEG,0
7214371,NEG,0
7214799,NEG,0
7214817,NEG,0
7214868,NEG,0
7214880,NEG,0
7215386,NEG,0
7216087,NEG,0
7216171,NEG,0
7216354,NEG,0
7216479,NEG,0
7216486,NEG,0
7216508,NEG,0
7216822,NEG,0
7217158,NEG,0
7217202,NEG,0
7217318,NEG,0
7217500,NEG,0
7217598,NEG,0
7217620,NEG,0
7217661,NEG,0
7217868,NEG,0
7218028,NEG,0
7218327,NEG,0
7218393,NEG,0
7218408,NEG,0
7218471,NEG,0
7218594,NEG,0
7218672,NEG,0
7218682,NEG,0
7218726,NEG,0
7218729,NEG,0
7218763,NEG,0
7218851,NEG,0
7218861,NEG,0
7218864,NEG,0
7219040,NEG,0
7219112,NEG,0
7219288,NEG,0
7219354,NEG,0
7219376,NEG,0
7219382,NEG,0
7219385,NEG,0
7219410,NEG,0
7219866,NEG,0
7220070,NEG,0
7220136,NEG,0
7220196,NEG,0
7220369,NEG,0
7220400,NEG,0
7220409,NEG,0
7220460,NEG,0
7220463,NEG,0
7220545,NEG,0
7220673,NEG,0
7220771,NEG,0
7220965,NEG,0
7221101,NEG,0
7221113,NEG,0
7221255,NEG,0
7221314,NEG,0
7221377,NEG,0
7221474,NEG,0
7221798,NEG,0
7221807,NEG,0
7221902,NEG,0
7221911,NEG,0
7221927,NEG,0
7222093,NEG,0
7222181,NEG,0
7222200,NEG,0
7222423,NEG,0
7222590,NEG,0
7222615,NEG,0
7222740,NEG,0
7222951,NEG,0
7223146,NEG,0
7223168,NEG,0
7223190,NEG,0
7223306,NEG,0
7223516,NEG,0
7223636,NEG,0
7223648,NEG,0
7223761,NEG,0
14190727,NEG,0
14190922,NEG,0
14190925,NEG,0
14191091,NEG,0
14191179,NEG,0
14191431,NEG,0
14191434,NEG,0
14191500,NEG,0
14191911,NEG,0
14192053,NEG,0
14192137,NEG,0
14192163,NEG,0
14192210,NEG,0
14192345,NEG,0
14192354,NEG,0
14192672,NEG,0
14192700,NEG,0
14192876,NEG,0
14193001,NEG,0
14193146,NEG,0
14193240,NEG,0
14193290,NEG,0
14193407,NEG,0
14193470,NEG,0
14193482,NEG,0
14193605,NEG,0
14193693,NEG,0
14193715,NEG,0
14193821,NEG,0
14193931,NEG,0
14194038,NEG,0
14194041,NEG,0
14194088,NEG,0
14194293,NEG,0
14194648,NEG,0
14194707,NEG,0
14194717,NEG,0
14194805,NEG,0
14194861,NEG,0
14194946,NEG,0
14194968,NEG,0
14195273,NEG,0
14195292,NEG,0
14195581,NEG,0
14195797,NEG,0
14196074,NEG,0
14196338,NEG,0
14196394,NEG,0
14196523,NEG,0
14196533,NEG,0
14196573,NEG,0
14196727,NEG,0
14196862,NEG,0
14197004,NEG,0
14197045,NEG,0
14197318,NEG,0
14198248,NEG,0
14198333,NEG,0
14198597,NEG,0
14198832,NEG,0
14198930,NEG,0
14199237,NEG,0
14199354,NEG,0
14199451,NEG,0
14199552,NEG,0
14199583,NEG,0
14199599,NEG,0
14199762,NEG,0
14199778,NEG,0
14199919,NEG,0
14200032,NEG,0
14200123,NEG,0
14200189,NEG,0
14200227,NEG,0
14200299,NEG,0
14200337,NEG,0
14200409,NEG,0
14200563,NEG,0
14200620,NEG,0
14200657,NEG,0
14200667,NEG,0
14200937,NEG,0
14201151,NEG,0
14201226,NEG,0
14201399,NEG,0
14201770,NEG,0
14201927,NEG,0
22968004,NEG,0
22968217,NEG,0
22968387,NEG,0
22968519,NEG,0
22968563,NEG,0
22968742,NEG,0
22968820,NEG,0
22968990,NEG,0
22969530,NEG,0
22969640,NEG,0
22969647,NEG,0
22970017,NEG,0
22970149,NEG,0
22970162,NEG,0
22970495,NEG,0
22970696,NEG,0
22970900,NEG,0
22971151,NEG,0
22971340,NEG,0
22971349,NEG,0
22971381,NEG,0
22971406,NEG,0
22971481,NEG,0
22971541,NEG,0
22971689,NEG,0
22971789,NEG,0
22971940,NEG,0
22972122,NEG,0
22972528,NEG,0
22972597,NEG,0
22972845,NEG,0
22972851,NEG,0
22972867,NEG,0
22972876,NEG,0
22973052,NEG,0
22973498,NEG,0
22974076,NEG,0
22974218,NEG,0
22974406,NEG,0
22974865,NEG,0
22974978,NEG,0
22975324,NEG,0
22975650,NEG,0
22975691,NEG,0
22975788,NEG,0
22976012,NEG,0
22976037,NEG,0
22976257,NEG,0
22976316,NEG,0
22976401,NEG,0
22976445,NEG,0
22976502,NEG,0
22976756,NEG,0
22977026,NEG,0
22977152,NEG,0
22977328,NEG,0
22977479,NEG,0
22977746,NEG,0
22977953,NEG,0
22978072,NEG,0
22978088,NEG,0
22978311,NEG,0
22978368,NEG,0
22978374,NEG,0
22978421,NEG,0
22978544,NEG,0
22978628,NEG,0
22978635,NEG,0
22978745,NEG,0
22978757,NEG,0
22978946,NEG,0
22978961,NEG,0
22978968,NEG,0
22979166,NEG,0
22979175,NEG,0
22979360,NEG,0
22979398,NEG,0
22979423,NEG,0
22979640,NEG,0
22979690,NEG,0
22979791,NEG,0
22979948,NEG,0
22980246,NEG,0
22980378,NEG,0
22980451,NEG,0
26088378,NEG,0
26088447,NEG,0
26088478,NEG,0
26088777,NEG,0
26088786,NEG,0
26088997,NEG,0
26089022,NEG,0
26089122,NEG,0
26089220,NEG,0
26089261,NEG,0
26089437,NEG,0
26089499,NEG,0
26089600,NEG,0
26089603,NEG,0
26089644,NEG,0
26089898,NEG,0
26090068,NEG,0
26090084,NEG,0
26090103,NEG,0
26090200,NEG,0
26090869,NEG,0
26090954,NEG,0
26091092,NEG,0
26091108,NEG,0
26091180,NEG,0
26091183,NEG,0
26091340,NEG,0
26091497,NEG,0
26091601,NEG,0
26091824,NEG,0
26091874,NEG,0
26091909,NEG,0
26092010,NEG,0
26092088,NEG,0
26092550,NEG,0
26092688,NEG,0
26092830,NEG,0
26092861,NEG,0
26093678,NEG,0
26093882,NEG,0
26093973,NEG,0
26094158,NEG,0
26094281,NEG,0
26094331,NEG,0
26094447,NEG,0
26094931,NEG,0
26095013,NEG,0
26095236,NEG,0
26095670,NEG,0
26096380,NEG,0
26096691,NEG,0
26096735,NEG,0
26097146,NEG,0
26097891,NEG,0
26098365,NEG,0
26098535,NEG,0
26098795,NEG,0
26100658,NEG,0
26100734,NEG,0
26100746,NEG,0
26100756,NEG,0
26100853,NEG,0
26100910,NEG,0
26100919,NEG,0
26100995,NEG,0
26101258,NEG,0
26101293,NEG,0
26101378,NEG,0
26101400,NEG,0
26101422,NEG,0
26101447,NEG,0
26101475,NEG,0
26101525,NEG,0
26101626,NEG,0
26101657,NEG,0
26101670,NEG,0
26101698,NEG,0
26101877,NEG,0
26101880,NEG,0
26101902,NEG,0
7873311,NEG,0
7873358,NEG,0
7873415,NEG,0
7873591,NEG,0
7873619,NEG,0
7873666,NEG,0
7873826,NEG,0
7873880,NEG,0
7874282,NEG,0
7874432,NEG,0
7874448,NEG,0
7874473,NEG,0
7874590,NEG,0
7874596,NEG,0
7874618,NEG,0
7874706,NEG,0
7874794,NEG,0
7874913,NEG,0
7874957,NEG,0
7875281,NEG,0
7875366,NEG,0
7875391,NEG,0
7875463,NEG,0
7875472,NEG,0
7875485,NEG,0
7875526,NEG,0
7875607,NEG,0
7875645,NEG,0
7875661,NEG,0
7875673,NEG,0
7875683,NEG,0
7875721,NEG,0
7875830,NEG,0
7875868,NEG,0
7876050,NEG,0
7876063,NEG,0
7876085,NEG,0
7876107,NEG,0
7876145,NEG,0
7876440,NEG,0
7876704,NEG,0
7876732,NEG,0
7876776,NEG,0
7876886,NEG,0
7876955,NEG,0
7876961,NEG,0
7876977,NEG,0
7876983,NEG,0
7877018,NEG,0
7877232,NEG,0
7877254,NEG,0
7877426,NEG,0
7877499,NEG,0
7877590,NEG,0
7877593,NEG,0
7877700,NEG,0
7877703,NEG,0
7877706,NEG,0
7877775,NEG,0
7877785,NEG,0
7877797,NEG,0
7877888,NEG,0
7877907,NEG,0
7877916,NEG,0
7877967,NEG,0
7877982,NEG,0
7878033,NEG,0
7878221,NEG,0
7878281,NEG,0
7878290,NEG,0
7878309,NEG,0
7878595,NEG,0
7878639,NEG,0
7878702,NEG,0
7878718,NEG,0
7878802,NEG,0
7878956,NEG,0
7878972,NEG,0
7879066,NEG,0
7879245,NEG,0
7879421,NEG,0
7879556,NEG,0
7879742,NEG,0
7879817,NEG,0
7880138,NEG,0
7880229,NEG,0
7880260,NEG,0
7880276,NEG,0
7880389,NEG,0
7880445,NEG,0
7880464,NEG,0
7880480,NEG,0
7880549,NEG,0
7880593,NEG,0
7880719,NEG,0
7880964,NEG,0
7881118,NEG,0
7881394,NEG,0
7881576,NEG,0
7881614,NEG,0
7881699,NEG,0
7881727,NEG,0
7881730,NEG,0
7881906,NEG,0
7881947,NEG,0
7881994,NEG,0
7882186,NEG,0
7882230,NEG,0
7882466,NEG,0
7882503,NEG,0
7882516,NEG,0
7882597,NEG,0
7882619,NEG,0
7882660,NEG,0
7882733,NEG,0
7882849,NEG,0
7882868,NEG,0
7882930,NEG,0
7882946,NEG,0
7882968,NEG,0
7882996,NEG,0
7883047,NEG,0
7883191,NEG,0
7883219,NEG,0
7883226,NEG,0
7883408,NEG,0
7883436,NEG,0
7883496,NEG,0
7883549,NEG,0
7883596,NEG,0
7883622,NEG,0
7883650,NEG,0
7883951,NEG,0
7884058,NEG,0
7884272,NEG,0
7884388,NEG,0
7884438,NEG,0
7884699,NEG,0
7884721,NEG,0
7884778,NEG,0
7884790,NEG,0
7884919,NEG,0
7884944,NEG,0
7885029,NEG,0
7885117,NEG,0
7885365,NEG,0
7885494,NEG,0
7885657,NEG,0
7885761,NEG,0
7885811,NEG,0
7885909,NEG,0
7885943,NEG,0
7886037,NEG,0
7886059,NEG,0
7886110,NEG,0
7886191,NEG,0
7886396,NEG,0
7886424,NEG,0
7886430,NEG,0
7537434,NEG,0
7537468,NEG,0
7537531,NEG,0
7537660,NEG,0
7537720,NEG,0
7537754,NEG,0
7537971,NEG,0
7537996,NEG,0
7538339,NEG,0
7538392,NEG,0
7538433,NEG,0
7538515,NEG,0
7538634,NEG,0
7538998,NEG,0
7539058,NEG,0
7539077,NEG,0
7539111,NEG,0
7539130,NEG,0
7539181,NEG,0
7539269,NEG,0
7539303,NEG,0
7539435,NEG,0
7539605,NEG,0
7539903,NEG,0
7540016,NEG,0
7540060,NEG,0
7540104,NEG,0
7540151,NEG,0
7540217,NEG,0
7540324,NEG,0
7540327,NEG,0
7540334,NEG,0
7540481,NEG,0
7540883,NEG,0
7540949,NEG,0
7541009,NEG,0
7541125,NEG,0
7541194,NEG,0
7541270,NEG,0
7541348,NEG,0
7541377,NEG,0
7541411,NEG,0
7541901,NEG,0
7542156,NEG,0
7542335,NEG,0
7542391,NEG,0
7542526,NEG,0
7542696,NEG,0
7542831,NEG,0
7543089,NEG,0
7543177,NEG,0
7543208,NEG,0
7543261,NEG,0
7543287,NEG,0
7543340,NEG,0
7543412,NEG,0
7543538,NEG,0
7543604,NEG,0
7543673,NEG,0
7543682,NEG,0
7543730,NEG,0
7543752,NEG,0
7543758,NEG,0
7543830,NEG,0
7543905,NEG,0
7543997,NEG,0
7544185,NEG,0
7544217,NEG,0
7544333,NEG,0
7544518,NEG,0
7544779,NEG,0
7544901,NEG,0
7544911,NEG,0
7545046,NEG,0
7545128,NEG,0
7545260,NEG,0
7545338,NEG,0
7545665,NEG,0
7545765,NEG,0
7545957,NEG,0
7546230,NEG,0
7546255,NEG,0
7546422,NEG,0
7546450,NEG,0
7546695,NEG,0
7546733,NEG,0
7546736,NEG,0
7546808,NEG,0
7546827,NEG,0
7546859,NEG,0
7546871,NEG,0
7546943,NEG,0
7547079,NEG,0
7547122,NEG,0
7547185,NEG,0
7547496,NEG,0
7547547,NEG,0
7547581,NEG,0
7547587,NEG,0
7547657,NEG,0
7547663,NEG,0
7547704,NEG,0
7547908,NEG,0
7548147,NEG,0
7548181,NEG,0
7548241,NEG,0
7548285,NEG,0
7548301,NEG,0
7548455,NEG,0
7548627,NEG,0
7548759,NEG,0
7548797,NEG,0
7548847,NEG,0
7548913,NEG,0
7548963,NEG,0
7548998,NEG,0
7549058,NEG,0
7549127,NEG,0
7549190,NEG,0
7549249,NEG,0
7549281,NEG,0
7549378,NEG,0
7549717,NEG,0
7549743,NEG,0
7549774,NEG,0
7549796,NEG,0
7549846,NEG,0
7549994,NEG,0
7550003,NEG,0
7550016,NEG,0
7550044,NEG,0
7550066,NEG,0
7550091,NEG,0
7550110,NEG,0
7550230,NEG,0
7550258,NEG,0
7550261,NEG,0
7550264,NEG,0
7550597,NEG,0
7550905,NEG,0
7551269,NEG,0
7551304,NEG,0
7551436,NEG,0
7551593,NEG,0
7551731,NEG,0
7551763,NEG,0
7551917,NEG,0
7552149,NEG,0
7552155,NEG,0
7552265,POS,0
7552422,NEG,0
7552444,NEG,0
7552517,NEG,0
7552708,NEG,0
7553063,NEG,0
7553120,NEG,0
7553151,NEG,0
7553252,NEG,0
7553261,NEG,0
7553365,NEG,0
7553381,NEG,0
7553472,NEG,0
7553490,NEG,0
7553497,NEG,0
7553560,NEG,0
7553660,NEG,0
7553726,NEG,0
7553886,NEG,0
7553943,NEG,0
7554084,NEG,0
7554128,NEG,0
7554138,NEG,0
7554392,NEG,0
7554395,NEG,0
7554480,NEG,0
7554543,NEG,0
7554863,NEG,0
7554879,NEG,0
7555212,NEG,0
7555250,NEG,0
7555910,NEG,0
7556029,NEG,0
7556343,NEG,0
7556349,NEG,0
7556390,NEG,0
7556786,NEG,0
7556921,NEG,0
7557006,NEG,0
7557194,NEG,0
7557436,NEG,0
7557483,NEG,0
7557553,NEG,0
7557882,NEG,0
7557886,NEG,0
7557970,NEG,0
7558102,NEG,0
7558134,NEG,0
7558200,NEG,0
7558313,NEG,0
7558366,NEG,0
7558369,NEG,0
7558561,NEG,0
7558611,NEG,0
7558665,NEG,0
7558702,NEG,0
7558743,NEG,0
7558897,NEG,0
7558903,NEG,0
7558947,NEG,0
7559208,NEG,0
7559359,NEG,0
7559384,NEG,0
7559400,NEG,0
7559491,NEG,0
7559560,NEG,0
7559642,NEG,0
7559676,NEG,0
7559742,NEG,0
7559758,NEG,0
7559821,NEG,0
7559824,NEG,0
7559827,NEG,0
7559943,NEG,0
7560028,NEG,0
7560254,NEG,0
7560311,NEG,0
7560336,NEG,0
7560355,NEG,0
7560449,NEG,0
7560540,NEG,0
7560565,NEG,0
7560612,NEG,0
7560801,POS,0
7560974,NEG,0
7561021,NEG,0
7561197,NEG,0
7561263,NEG,0
7561398,NEG,0
7561448,NEG,0
7561646,NEG,0
7561681,NEG,0
7561841,NEG,0
7561888,NEG,0
7562064,NEG,0
7562365,NEG,0
7562406,NEG,0
7562529,NEG,0
7562711,NEG,0
7562742,NEG,0
7562818,NEG,0
7562903,NEG,0
7562931,NEG,0
7563075,NEG,0
7563201,NEG,0
7563377,NEG,0
7563456,NEG,0
7563782,NEG,0
7564002,NEG,0
7564188,NEG,0
7564232,NEG,0
7564357,NEG,0
7564364,NEG,0
7564376,NEG,0
7564455,NEG,0
7564715,NEG,0
7564813,NEG,0
7564879,NEG,0
7564888,NEG,0
7564901,NEG,0
7564967,NEG,0
7564979,NEG,0
7564986,NEG,0
7565243,NEG,0
7565287,NEG,0
7565306,NEG,0
7565441,NEG,0
7565444,NEG,0
7565454,NEG,0
7565491,NEG,0
7565495,NEG,0
7565586,NEG,0
7565630,NEG,0
7565677,NEG,0
7565787,NEG,0
7566019,NEG,0
7566151,NEG,0
7566321,NEG,0
7566494,NEG,0
7566647,NEG,0
7566698,NEG,0
7566814,NEG,0
7566836,NEG,0
7566874,NEG,0
7566999,NEG,0
7567103,NEG,0
7567160,NEG,0
7567204,NEG,0
7567260,NEG,0
7567292,NEG,0
7567467,NEG,0
7567493,NEG,0
7567499,NEG,0
7567662,NEG,0
7567678,NEG,0
7567892,NEG,0
7567983,NEG,0
7568049,NEG,0
7568071,NEG,0
7568089,NEG,0
7568215,NEG,0
7568237,NEG,0
7568265,NEG,0
7568335,NEG,0
7568441,NEG,0
7568715,NEG,0
7568862,NEG,0
7568925,NEG,0
7568985,NEG,0
7569067,NEG,0
7569139,NEG,0
7569158,NEG,0
7569161,NEG,0
7569202,NEG,0
7569371,NEG,0
7569403,NEG,0
7569406,NEG,0
7569469,NEG,0
7569516,NEG,0
7886462,NEG,0
7886477,NEG,0
7886484,NEG,0
7886729,NEG,0
7886883,NEG,0
7886911,NEG,0
7887131,NEG,0
7887134,NEG,0
7887483,NEG,0
7887511,NEG,0
7887791,NEG,0
7887919,NEG,0
7888124,NEG,0
7888215,NEG,0
7888218,NEG,0
7888441,NEG,0
7888676,NEG,0
7888862,NEG,0
7888874,NEG,0
7888928,NEG,0
7889267,NEG,0
7889289,NEG,0
7889339,NEG,0
7889415,NEG,0
7889440,NEG,0
7889500,NEG,0
7889525,NEG,0
7889562,NEG,0
7889716,NEG,0
7889729,NEG,0
7889946,NEG,0
7890096,NEG,0
7890106,NEG,0
7890175,NEG,0
7890188,NEG,0
7890307,NEG,0
7890373,NEG,0
7890744,NEG,0
7890791,NEG,0
7890891,NEG,0
7890916,NEG,0
7891007,NEG,0
7891017,NEG,0
7891158,NEG,0
7891271,NEG,0
7891275,NEG,0
7891290,NEG,0
7891504,NEG,0
7891551,NEG,0
7891557,NEG,0
7891576,NEG,0
7891670,NEG,0
7891761,NEG,0
7891840,NEG,0
7891849,NEG,0
7891915,NEG,0
7891953,NEG,0
7891963,NEG,0
7892201,NEG,0
7892214,NEG,0
7892248,NEG,0
7892484,NEG,0
7892594,NEG,0
7892644,NEG,0
7892682,NEG,0
7892899,NEG,0
7893002,NEG,0
7893109,NEG,0
7893185,NEG,0
7893232,NEG,0
7893235,NEG,0
7893379,NEG,0
7893423,NEG,0
7893511,NEG,0
7893514,NEG,0
7893565,NEG,0
7893587,NEG,0
7893609,NEG,0
7893612,NEG,0
7893920,NEG,0
7893945,NEG,0
7894171,NEG,0
7894250,NEG,0
7894363,NEG,0
7894369,NEG,0
7894514,NEG,0
7894536,NEG,0
7894661,NEG,0
7894843,NEG,0
7894928,NEG,0
7894956,NEG,0
7895095,NEG,0
7895195,NEG,0
7895233,NEG,0
7895267,NEG,0
7895286,NEG,0
7895403,NEG,0
7895447,NEG,0
7895535,NEG,0
7895594,NEG,0
7895626,NEG,0
7895673,NEG,0
7895773,NEG,0
7895849,NEG,0
7895930,NEG,0
7896257,NEG,0
7896311,NEG,0
7896420,NEG,0
7896468,NEG,0
7896593,NEG,0
7896659,NEG,0
7896747,NEG,0
7896882,NEG,0
7897127,NEG,0
7897137,NEG,0
7897325,NEG,0
7897731,NEG,0
7897988,NEG,0
7898004,NEG,0
7898013,NEG,0
7898035,NEG,0
7898155,NEG,0
7898173,NEG,0
7898230,NEG,0
7898280,NEG,0
7898466,NEG,0
7898610,NEG,0
7898711,NEG,0
7898745,NEG,0
7898968,NEG,0
7899063,NEG,0
7899116,NEG,0
7899119,NEG,0
7899204,NEG,0
7899207,NEG,0
7899220,NEG,0
7899229,NEG,0
7899273,NEG,0
7899295,NEG,0
7899323,NEG,0
7899549,NEG,0
7899681,NEG,0
7899832,NEG,0
7899835,NEG,0
7899952,NEG,0
7899961,NEG,0
7900093,NEG,0
7900134,NEG,0
7900156,NEG,0
7900184,NEG,0
7900194,NEG,0
7900225,NEG,0
7900244,NEG,0
7900275,NEG,0
7900379,NEG,0
7900505,NEG,0
7900539,NEG,0
7900545,NEG,0
7900614,NEG,0
7900687,NEG,0
7900856,NEG,0
7900878,NEG,0
7900947,NEG,0
7900951,NEG,0
7900954,NEG,0
7901221,NEG,0
7901237,POS,1
7901246,NEG,0
7901296,NEG,0
26101962,NEG,0
26101987,NEG,0
26102100,NEG,0
26102147,NEG,0
26102160,NEG,0
26102317,NEG,0
26102349,NEG,0
26102358,NEG,0
26103005,NEG,0
26103015,NEG,0
26103033,NEG,0
26103071,NEG,0
26103137,NEG,0
26103212,NEG,0
26103225,NEG,0
26103238,NEG,0
26103294,NEG,0
26103338,NEG,0
26103348,NEG,0
26103505,NEG,0
26103561,NEG,0
26103586,NEG,0
26103715,NEG,0
26103753,NEG,0
26103844,NEG,0
26104039,NEG,0
26104127,NEG,0
26104259,NEG,0
26104312,NEG,0
26104321,NEG,0
26104491,NEG,0
26104519,NEG,0
26104532,NEG,0
26104557,NEG,0
26104595,NEG,0
26104617,NEG,0
26104642,NEG,0
26104661,NEG,0
26104739,NEG,0
26104790,NEG,0
26105145,NEG,0
26105157,NEG,0
26105465,NEG,0
26105613,NEG,0
26105654,NEG,0
26105880,NEG,0
26105895,NEG,0
26105955,NEG,0
26106021,NEG,0
26106115,NEG,0
26106188,NEG,0
26106191,NEG,0
26106282,NEG,0
26106470,NEG,0
26106574,NEG,0
26106618,NEG,0
26106659,NEG,0
26106803,NEG,0
26106916,NEG,0
26106926,NEG,0
26106964,NEG,0
26106967,NEG,0
26106973,NEG,0
26106998,NEG,0
26107014,NEG,0
26107218,NEG,0
26107246,NEG,0
26107359,NEG,0
26107397,NEG,0
26107485,NEG,0
26107501,NEG,0
26107611,NEG,0
26107617,NEG,0
26107623,NEG,0
26107787,NEG,0
26107821,NEG,0
26107981,NEG,0
26108010,NEG,0
26108066,NEG,0
26108139,NEG,0
26108189,NEG,0
26108311,NEG,0
26108340,NEG,0
26108478,NEG,0
26108500,NEG,0
26108506,NEG,0
13925382,NEG,0
13925602,NEG,0
13925834,NEG,0
13925847,NEG,0
13925894,NEG,0
13925957,NEG,0
13925972,NEG,0
13926057,NEG,0
13926082,NEG,0
13926107,NEG,0
13926145,NEG,0
13926516,NEG,0
13926547,NEG,0
13926673,NEG,0
13926679,NEG,0
13926949,NEG,0
13927147,NEG,0
13927568,NEG,0
13927816,NEG,0
13927889,NEG,0
13928137,NEG,0
13928209,NEG,0
13928275,NEG,0
13929020,NEG,0
13929117,NEG,0
13929123,NEG,0
13929199,NEG,0
13929240,NEG,0
13929469,NEG,0
13929639,NEG,0
13929651,NEG,0
13929733,NEG,0
13929758,NEG,0
13929994,NEG,0
13930050,NEG,0
13930088,NEG,0
13930327,NEG,0
13930616,NEG,0
13930685,NEG,0
13930779,NEG,0
13930836,NEG,0
13930876,NEG,0
13930886,NEG,0
13930908,NEG,0
13930971,NEG,0
13931197,NEG,0
13931300,NEG,0
13931546,NEG,0
13931574,NEG,0
13931910,NEG,0
13931951,NEG,0
13932010,NEG,0
13932070,NEG,0
13932124,NEG,0
13932139,NEG,0
13932249,NEG,0
13932378,NEG,0
13932472,NEG,0
13932548,NEG,0
13932642,NEG,0
13932862,NEG,0
13933167,NEG,0
13933239,NEG,0
13933242,NEG,0
13933283,NEG,0
13933330,NEG,0
13933333,NEG,0
13933562,NEG,0
13933672,NEG,0
13933905,NEG,0
13933990,NEG,0
13934137,NEG,0
13934191,NEG,0
13934238,NEG,0
13934304,NEG,0
13934417,NEG,0
13934612,NEG,0
13934690,NEG,0
13934810,NEG,0
13935096,NEG,0
13935196,NEG,0
13935249,NEG,0
13935259,NEG,0
13935451,NEG,0
13935724,NEG,0
13935777,NEG,0
13935991,NEG,0
13936220,NEG,0
13936305,NEG,0
13936421,NEG,0
13936428,NEG,0
13936456,NEG,0
13936742,NEG,0
13936933,NEG,0
13936990,NEG,0
13937031,NEG,0
13937062,NEG,0
13937254,NEG,0
13937609,NEG,0
13937668,NEG,0
13937791,NEG,0
13937895,NEG,0
13938171,NEG,0
13938206,NEG,0
13938247,NEG,0
13938291,NEG,0
13938463,NEG,0
13938470,NEG,0
13938507,NEG,0
13938523,NEG,0
13938646,NEG,0
13938790,NEG,0
13938960,NEG,0
13939070,NEG,0
13939151,NEG,0
13939239,NEG,0
13939450,NEG,0
13939685,NEG,0
13939723,NEG,0
13939962,NEG,0
13940062,NEG,0
13940276,NEG,0
13940351,NEG,0
13940433,NEG,0
13940521,NEG,0
13940537,NEG,0
13940967,NEG,0
13941014,NEG,0
13941043,NEG,0
13941049,NEG,0
13941152,NEG,0
13941206,NEG,0
13941256,NEG,0
13941259,NEG,0
13941332,NEG,0
13941366,NEG,0
